entity_id,entity_flags,network_id,network_entities,network_flags,flagged,flags/entity,flagged/unflagged
TechnoGears Ventures,0,150,15,0,0,0.0,0.0
Quantum Tech,0,150,15,0,0,0.0,0.0
BuildSmart Tech Ltd,0,295,8,0,0,0.0,0.0
CarePlus Health Inc,0,99,9,0,0,0.0,0.0
Wellness Solutions,0,100,6,0,0,0.0,0.0
Healthy Living Inc,0,100,6,0,0,0.0,0.0
Healthy Life Corp,0,100,6,0,0,0.0,0.0
Wellbeing Solutions,0,100,6,0,0,0.0,0.0
Wellness & Health Solutions,0,100,6,0,0,0.0,0.0
Mediland Health Group,0,99,9,0,0,0.0,0.0
Wellness Hub,0,99,9,0,0,0.0,0.0
TechBuild Ventures,0,10,22,0,0,0.0,0.0
Tech City Ventures,0,10,22,0,0,0.0,0.0
Innovative AutoTech,0,190,10,0,0,0.0,0.0
WellCare Associates,0,105,4,0,0,0.0,0.0
Health Solutions,0,114,9,0,0,0.0,0.0
HealthCare Solutions,0,114,9,0,0,0.0,0.0
Health Solutons Limited,0,111,10,0,0,0.0,0.0
Health Solutions Ltd,0,111,10,0,0,0.0,0.0
WellnessWorks,0,111,10,0,0,0.0,0.0
Health First Inc,0,111,10,0,0,0.0,0.0
Health Pioneers,0,111,10,0,0,0.0,0.0
Healthy Life Services,0,111,10,0,0,0.0,0.0
Health First Corp,0,111,10,0,0,0.0,0.0
Health Solutons Ltd,0,111,10,0,0,0.0,0.0
Innovatech Hub,0,11,8,0,0,0.0,0.0
Innovators Hub,0,11,8,0,0,0.0,0.0
InnovateHub,0,11,8,0,0,0.0,0.0
Techland Solutions,0,11,8,0,0,0.0,0.0
BuildFuture Inc,0,123,6,0,0,0.0,0.0
BuildFuture,0,123,6,0,0,0.0,0.0
BuildFuture Corp,0,123,6,0,0,0.0,0.0
HealthFirst Medikal,0,114,9,0,0,0.0,0.0
HealthCare Partnerz,0,114,9,0,0,0.0,0.0
Careland Wellness Center,0,114,9,0,0,0.0,0.0
FutureBrite Solutions,0,308,14,0,0,0.0,0.0
BrightFuture Consulting,0,308,14,0,0,0.0,0.0
BrightFuture Innovations,0,308,14,0,0,0.0,0.0
Bright Innovations,0,308,14,0,0,0.0,0.0
BrightFuture Tech,0,308,14,0,0,0.0,0.0
BrightFuture Holdings,0,308,14,0,0,0.0,0.0
BrightFuture Enterprises,0,308,14,0,0,0.0,0.0
InnovateBright Ltd,0,308,14,0,0,0.0,0.0
BrightFuture Ventures,0,308,14,0,0,0.0,0.0
HealthCare Partners,0,114,9,0,0,0.0,0.0
Bright Ideas Co,0,308,14,0,0,0.0,0.0
FutureBright Solutions,0,308,14,0,0,0.0,0.0
Wellness Health,0,118,12,0,0,0.0,0.0
Wellness Healthcare,0,118,12,0,0,0.0,0.0
Wellness & Care,0,118,12,0,0,0.0,0.0
BrightFuture Publishing,0,308,14,0,0,0.0,0.0
Health Solutions Inc,0,114,9,0,0,0.0,0.0
FutureBuild,0,123,6,0,0,0.0,0.0
WellCare Health,0,105,4,0,0,0.0,0.0
ConstructCo Enterprizes,0,10,22,0,0,0.0,0.0
EduWise,0,318,11,0,0,0.0,0.0
BuildRight Solutions,0,10,22,0,0,0.0,0.0
TechBuild Holdings,0,10,22,0,0,0.0,0.0
Constructo Ventures,0,10,22,0,0,0.0,0.0
Enterprise Construction Co,0,10,22,0,0,0.0,0.0
Constructive Ventures Ltd,0,10,22,0,0,0.0,0.0
Constructive Ventures,0,10,22,0,0,0.0,0.0
ConstructCo Enterprises,0,10,22,0,0,0.0,0.0
Balance Health Services,0,10,22,0,0,0.0,0.0
Venture Innovations,0,10,22,0,0,0.0,0.0
Tech Venturs,0,10,22,0,0,0.0,0.0
Constructive Enterprises,0,10,22,0,0,0.0,0.0
Enterprise Builders Group,0,10,22,0,0,0.0,0.0
SafeBank Financial,0,323,5,0,0,0.0,0.0
Global Finance,0,323,5,0,0,0.0,0.0
SafeBank,0,323,5,0,0,0.0,0.0
FinancePro,0,323,5,0,0,0.0,0.0
Global Finance Group,0,323,5,0,0,0.0,0.0
Techland Ventures,0,11,8,0,0,0.0,0.0
Techland Enterprises,0,11,8,0,0,0.0,0.0
Tech Innovations Hub,0,11,8,0,0,0.0,0.0
Innovative Learning Co,0,319,16,0,0,0.0,0.0
EduWise Solutions,0,318,11,0,0,0.0,0.0
Harvest Farms Co,0,318,11,0,0,0.0,0.0
EduWise Schools,0,318,11,0,0,0.0,0.0
LearnTech Innovations,0,318,11,0,0,0.0,0.0
LearnTech Solutions,0,318,11,0,0,0.0,0.0
LearnTech Innovators,0,318,11,0,0,0.0,0.0
EduSmart Centers,0,318,11,0,0,0.0,0.0
WindCraft Innovations,0,319,16,0,0,0.0,0.0
Knowledge Base Inc,0,319,16,0,0,0.0,0.0
TechLearn Group,0,319,16,0,0,0.0,0.0
SmartLearn Systems,0,319,16,0,0,0.0,0.0
TechVisionaries,0,319,16,0,0,0.0,0.0
SmartLearn Centers,0,319,16,0,0,0.0,0.0
Knowledge Base Ltd,0,319,16,0,0,0.0,0.0
Innovative Tech Hub,0,319,16,0,0,0.0,0.0
LearnSmart Center,0,319,16,0,0,0.0,0.0
Harvest Supplies,0,95,4,0,0,0.0,0.0
UrbanFarmers,0,95,4,0,0,0.0,0.0
UrbanFarmers Network,0,95,4,0,0,0.0,0.0
UrbanEats Diner,0,169,13,0,0,0.0,0.0
FlowCity Solutions,0,355,5,0,0,0.0,0.0
FlowCity Ventures,0,355,5,0,0,0.0,0.0
Epicurean Delights,0,167,6,0,0,0.0,0.0
Epicurean Enterprises,0,167,6,0,0,0.0,0.0
Tasteful Treetz,0,167,6,0,0,0.0,0.0
TechFlow Partners,0,357,4,0,0,0.0,0.0
TechFlow Enterprises,0,357,4,0,0,0.0,0.0
TechFlow Ventures,0,357,4,0,0,0.0,0.0
Cultural Creations,0,26,5,0,0,0.0,0.0
Creative Souls,0,26,5,0,0,0.0,0.0
Artistic Minds,0,26,5,0,0,0.0,0.0
Artistic Ventures,0,26,5,0,0,0.0,0.0
Innovative Visions,0,26,5,0,0,0.0,0.0
Flavorful Ventures,0,169,13,0,0,0.0,0.0
Flavor Friends,0,169,13,0,0,0.0,0.0
GourmetDelights,0,169,13,0,0,0.0,0.0
Wellness Foods,0,169,13,0,0,0.0,0.0
FlowCity Enterprises,0,355,5,0,0,0.0,0.0
FlowCity Innovations,0,355,5,0,0,0.0,0.0
Tasteful Treats,0,167,6,0,0,0.0,0.0
Epicurean Eatz,0,162,6,0,0,0.0,0.0
FarmTech Enterprises,0,83,19,0,0,0.0,0.0
HarvestTech Inc,0,83,19,0,0,0.0,0.0
HarvestTech Co,0,83,19,0,0,0.0,0.0
Culinary Concepts,0,162,6,0,0,0.0,0.0
Savory Solutions,0,162,6,0,0,0.0,0.0
Savory Bites,0,162,6,0,0,0.0,0.0
Epicurean Eats,0,162,6,0,0,0.0,0.0
Sweet Sensations,0,163,2,0,0,0.0,0.0
Tasteful Ventures,0,166,9,0,0,0.0,0.0
Tasteful Bites,0,163,2,0,0,0.0,0.0
Gourmet Experiences,0,166,9,0,0,0.0,0.0
Culinary Journeys,0,166,9,0,0,0.0,0.0
Culinary Ventures,0,166,9,0,0,0.0,0.0
Epicurean Escapades,0,166,9,0,0,0.0,0.0
Tasteful Enterprises,0,166,9,0,0,0.0,0.0
Gastronomy Adventures,0,166,9,0,0,0.0,0.0
Gourmet Delights,0,169,13,0,0,0.0,0.0
GourmetDelight,0,169,13,0,0,0.0,0.0
Harvest Growers,0,94,3,0,0,0.0,0.0
UrbanGrocer,0,28,3,0,0,0.0,0.0
DrivePro,0,187,2,0,0,0.0,0.0
DrivePro Services,0,187,2,0,0,0.0,0.0
AutoTech Motors,0,190,10,0,0,0.0,0.0
Fitness Pros,0,66,10,0,0,0.0,0.0
Fitness Fanatics,0,66,10,0,0,0.0,0.0
Fitness Pro,0,66,10,0,0,0.0,0.0
SportyGoods,0,66,10,0,0,0.0,0.0
FitnessPro Gym,0,66,10,0,0,0.0,0.0
Sporty Goods,0,66,10,0,0,0.0,0.0
Fitness First,0,66,10,0,0,0.0,0.0
Fitness Gurus,0,66,10,0,0,0.0,0.0
Fitness Hub,0,66,10,0,0,0.0,0.0
Athletic Gear Co,0,66,10,0,0,0.0,0.0
AutoTech Innovators,0,190,10,0,0,0.0,0.0
AutoDrive Systems,0,190,10,0,0,0.0,0.0
AutoTech Solutions,0,190,10,0,0,0.0,0.0
Auto Tech Solutions,0,190,10,0,0,0.0,0.0
Car Innovations,0,183,4,0,0,0.0,0.0
Car Innovatons,0,183,4,0,0,0.0,0.0
Eco Retailers,0,178,2,0,0,0.0,0.0
UrbanGrocer Market,0,28,3,0,0,0.0,0.0
GreenPastures Co,0,72,10,0,0,0.0,0.0
Sunshine Farms,0,72,10,0,0,0.0,0.0
Right Build Services,0,72,10,0,0,0.0,0.0
Green Pastures LLC,0,72,10,0,0,0.0,0.0
GreenPastures,0,72,10,0,0,0.0,0.0
GreenFields,0,72,10,0,0,0.0,0.0
GreenFieldz,0,72,10,0,0,0.0,0.0
UrbanGrocer Markets,0,28,3,0,0,0.0,0.0
GreenLand Couriers,0,178,2,0,0,0.0,0.0
Gourmet Delite,0,169,13,0,0,0.0,0.0
FreshEats,0,169,13,0,0,0.0,0.0
Tasteful Treats LLC,0,172,9,0,0,0.0,0.0
Organic Delights,0,172,9,0,0,0.0,0.0
Green Grocers,0,172,9,0,0,0.0,0.0
Gourmet Delights Inc,0,172,9,0,0,0.0,0.0
GreenGrocers,0,172,9,0,0,0.0,0.0
MountainPeak Adventurez,0,350,7,0,0,0.0,0.0
Adventure Heights,0,350,7,0,0,0.0,0.0
Highland Treks,0,350,7,0,0,0.0,0.0
Alpine Adventures,0,350,7,0,0,0.0,0.0
Adventure Seekers Inc,0,342,10,0,0,0.0,0.0
Explore More Travels,0,342,10,0,0,0.0,0.0
Expedition Tours Ltd,0,342,10,0,0,0.0,0.0
ExploreMore Travels,0,342,10,0,0,0.0,0.0
Explore More Co,0,343,5,0,0,0.0,0.0
Explore Unlimited,0,343,5,0,0,0.0,0.0
AdventureGlobe Tours,0,343,5,0,0,0.0,0.0
Bloom Enterprises,0,89,9,0,0,0.0,0.0
Agrarian Solutions,0,89,9,0,0,0.0,0.0
Flora Innovations,0,89,9,0,0,0.0,0.0
Green Growth Inc,0,89,9,0,0,0.0,0.0
Sprout Solutions,0,89,9,0,0,0.0,0.0
Sprout Ventures,0,89,9,0,0,0.0,0.0
Sprout Holdings,0,89,9,0,0,0.0,0.0
Sprout Enterprises,0,89,9,0,0,0.0,0.0
Green Feilds Ltd,0,86,8,0,0,0.0,0.0
AgroWorld,0,86,8,0,0,0.0,0.0
Adventure Travel Co,0,342,10,0,0,0.0,0.0
EcoTravel Explorers,0,341,3,0,0,0.0,0.0
Travel Explorers,0,341,3,0,0,0.0,0.0
FarmInnovate,0,91,24,0,0,0.0,0.0
AgroInnovate Ltd,0,94,3,0,0,0.0,0.0
TechVision Enterprises,0,159,2,0,0,0.0,0.0
TechVision Labs,0,159,2,0,0,0.0,0.0
CarTech,0,20,3,0,0,0.0,0.0
CarTech Solutions,0,20,3,0,0,0.0,0.0
Savory Squad,0,162,6,0,0,0.0,0.0
AgroSolutions,0,91,24,0,0,0.0,0.0
BlueMeadows,0,91,24,0,0,0.0,0.0
Sprout Solutons,0,89,9,0,0,0.0,0.0
RuralHarvest,0,91,24,0,0,0.0,0.0
CropMasters,0,91,24,0,0,0.0,0.0
UrbanFarms,0,91,24,0,0,0.0,0.0
Harvest Hills,0,91,24,0,0,0.0,0.0
AgroInnovate,0,91,24,0,0,0.0,0.0
FieldWorks Inc,0,90,2,0,0,0.0,0.0
EcoFarmers Ltd,0,90,2,0,0,0.0,0.0
Eco Adventures,0,345,16,0,0,0.0,0.0
Peak Adventures,0,345,16,0,0,0.0,0.0
Adventure Seekers,0,345,16,0,0,0.0,0.0
Mountain Peak Adventures,0,348,7,0,0,0.0,0.0
Sunrise Solar,0,347,12,0,0,0.0,0.0
MountainPeak Adventures,0,347,12,0,0,0.0,0.0
MountainPeak Resorts,0,347,12,0,0,0.0,0.0
Summit Explorers,0,347,12,0,0,0.0,0.0
Mountain Peak Ltd,0,347,12,0,0,0.0,0.0
Mountain Adventurres,0,348,7,0,0,0.0,0.0
Mountain Trek Adventures,0,348,7,0,0,0.0,0.0
Mountain Gear Co,0,348,7,0,0,0.0,0.0
Mountain Movers,0,347,12,0,0,0.0,0.0
Harvest Organics,0,84,4,0,0,0.0,0.0
GreenHarvest Organics,0,84,4,0,0,0.0,0.0
GreenField Innovations,0,83,19,0,0,0.0,0.0
AgriSolutions Group,0,83,19,0,0,0.0,0.0
TechHarvest Ltd,0,83,19,0,0,0.0,0.0
TechFarm Innovations,0,83,19,0,0,0.0,0.0
Peak Ventures,0,350,7,0,0,0.0,0.0
MountainPeak Industries,0,347,12,0,0,0.0,0.0
Mountain Peaks Ltd,0,347,12,0,0,0.0,0.0
Clever Minds Academy,0,345,16,0,0,0.0,0.0
Green Fields International,0,86,8,0,0,0.0,0.0
Hawks Nest Academy,0,345,16,0,0,0.0,0.0
Mountain Adventures,0,345,16,0,0,0.0,0.0
Summit Treks,0,345,16,0,0,0.0,0.0
Knowledge Tree Institute,0,345,16,0,0,0.0,0.0
AutoDrive Rentals,0,345,16,0,0,0.0,0.0
Green Fields Ltd,0,86,8,0,0,0.0,0.0
Green Fields Logistics,0,86,8,0,0,0.0,0.0
AgriWorld Enterprises,0,86,8,0,0,0.0,0.0
Farm Fresh Ltd,0,84,4,0,0,0.0,0.0
AgriWorld,0,86,8,0,0,0.0,0.0
Agro Ventures Ltd,0,85,7,0,0,0.0,0.0
AgriLand Co,0,85,7,0,0,0.0,0.0
Harvesters Coop,0,85,7,0,0,0.0,0.0
Harvest Fields Co,0,85,7,0,0,0.0,0.0
AgriLand Ventures,0,85,7,0,0,0.0,0.0
Agri Ventures,0,85,7,0,0,0.0,0.0
Health & Harmony,0,442,2,0,0,0.0,0.0
