selections,protected_count
city:Mountainview;delivery_issue:True;period:2023-H2;product_code:D,4
city:Meadowville;period:2023-H1;product_code:E,4
age_range:(20-30];city:Valleytown;product_code:F,4
city:Greenfield;description_issue:True;period:2023-H1;product_code:E,4
age_range:(20-30];price_issue:True;product_code:E;quality_issue:True,4
age_range:(30-40];city:Hilltop;product_code:D;quality_issue:True,4
city:Meadowland;period:2023-H2;product_code:G,4
city:Hilltown;price_issue:True;product_code:E,4
age_range:(20-30];period:2021-H1;service_issue:True,4
city:Meadowville;price_issue:True;product_code:G;quality_issue:True,4
city:Lakeside;description_issue:True;product_code:E;quality_issue:True,4
age_range:(50-60];period:2023-H2;product_code:A,4
age_range:(30-40];city:Hilltop;product_code:B;service_issue:True,4
city:Springfield;description_issue:True;period:2023-H1;service_issue:True,4
age_range:(50-60];period:2023-H1;product_code:B;quality_issue:True,4
age_range:(40-50];city:Hilltown;delivery_issue:True;product_code:B,4
age_range:(30-40];city:Seaside;period:2023-H1;product_code:G,4
age_range:(40-50];delivery_issue:True;price_issue:True;product_code:G,4
city:Hilltop;delivery_issue:True;period:2023-H2;product_code:F,4
age_range:(30-40];city:Seaside;product_code:E;service_issue:True,4
age_range:(30-40];city:Meadowville;price_issue:True;product_code:B,4
period:2021-H1;product_code:C;quality_issue:True,4
city:Springfield;period:2020-H2;price_issue:True;product_code:G,4
city:Brookside;period:2023-H2;service_issue:True,4
city:Rivertown;description_issue:True;product_code:H,4
city:Riverbend;period:2022-H1;price_issue:True;product_code:A,4
age_range:(40-50];city:Mountainview;price_issue:True;product_code:C,4
period:2022-H1;product_code:G;quality_issue:True;service_issue:True,4
age_range:(20-30];city:Lakeside;product_code:D;quality_issue:True,4
age_range:(30-40];period:2023-H2;price_issue:True;product_code:B,4
city:Hilltop;delivery_issue:True;period:2023-H2;product_code:C,4
age_range:(40-50];city:Mountainview;period:2023-H1;product_code:F,4
age_range:(30-40];city:Brookside;period:2023-H1;product_code:G,4
age_range:(30-40];city:Meadowville;delivery_issue:True;product_code:G,4
age_range:(30-40];city:Brookside;period:2023-H2;product_code:G,4
age_range:(20-30];city:Forestville;service_issue:True,4
period:2023-H2;price_issue:True;product_code:B;quality_issue:True,4
delivery_issue:True;period:2020-H1;product_code:D;service_issue:True,4
city:Mountainview;period:2023-H1;quality_issue:True,4
city:Riverbend;product_code:H,4
age_range:(40-50];city:Mountainview;delivery_issue:True;product_code:A,4
age_range:(20-30];city:Forestville;price_issue:True;service_issue:True,4
age_range:(40-50];city:Valleyview;period:2021-H2,4
age_range:(40-50];city:Hilltop;product_code:H;quality_issue:True,4
city:Valleyview;period:2023-H2;service_issue:True,4
age_range:(30-40];city:Brookside;period:2023-H2;quality_issue:True,4
age_range:(50-60];price_issue:True;product_code:C;service_issue:True,4
city:Meadowville;description_issue:True;product_code:A,4
city:Riverside;price_issue:True;product_code:F;service_issue:True,4
city:Riverside;delivery_issue:True;period:2023-H2;service_issue:True,4
age_range:(30-40];city:Seaside;description_issue:True;period:2022-H2,4
age_range:(30-40];city:Forestville;period:2021-H2,4
delivery_issue:True;description_issue:True;product_code:E;quality_issue:True,4
city:Mountainview;description_issue:True;period:2023-H1;quality_issue:True,4
city:Riverside;period:2023-H2;product_code:C;quality_issue:True,4
delivery_issue:True;product_code:G;quality_issue:True;service_issue:True,4
city:Brookside;period:2023-H2;price_issue:True;product_code:A,4
city:Lakeside;period:2022-H2;product_code:A;quality_issue:True,4
city:Seaside;delivery_issue:True;price_issue:True;product_code:G,4
city:Rivertown;delivery_issue:True;product_code:G,4
city:Riverside;period:2022-H1;product_code:E,4
age_range:(20-30];city:Seaside;period:2023-H1;quality_issue:True,4
city:Mountainview;delivery_issue:True;period:2023-H2;price_issue:True,4
age_range:(30-40];delivery_issue:True;product_code:F;quality_issue:True,4
age_range:(20-30];city:Hilltop;period:2023-H2;price_issue:True,4
city:Springfield;period:2023-H2;price_issue:True;product_code:C,4
age_range:(30-40];city:Lakeside;product_code:C;service_issue:True,4
delivery_issue:True;period:2023-H1;price_issue:True;product_code:E,4
age_range:(40-50];period:2024-H1;product_code:F,4
age_range:(30-40];city:Rivertown;delivery_issue:True;price_issue:True,4
age_range:(20-30];delivery_issue:True;period:2021-H2;product_code:B,4
period:2022-H1;quality_issue:True;service_issue:True,4
city:Riverside;period:2022-H1;price_issue:True;product_code:F,4
age_range:(20-30];city:Forestville;product_code:E,4
age_range:(30-40];city:Meadowville;product_code:G;quality_issue:True,4
city:Brookside;delivery_issue:True;description_issue:True;product_code:H,4
city:Mountainview;period:2023-H1;product_code:C;quality_issue:True,4
age_range:(40-50];city:Lakeside;period:2023-H2;product_code:B,4
city:Riverside;price_issue:True;product_code:F,4
age_range:(40-50];delivery_issue:True;product_code:E;quality_issue:True,4
period:2021-H1;product_code:F,4
age_range:(30-40];city:Forestville;product_code:F;service_issue:True,4
age_range:(30-40];city:Riverside;period:2021-H2;product_code:E,4
delivery_issue:True;period:2021-H2;product_code:H,4
period:2020-H2;product_code:F;quality_issue:True,4
city:Lakeside;period:2021-H1;product_code:A;service_issue:True,4
age_range:(30-40];city:Valleyview;period:2023-H1;quality_issue:True,4
age_range:(40-50];delivery_issue:True;description_issue:True;price_issue:True,4
age_range:(30-40];delivery_issue:True;period:2022-H2;product_code:G,4
city:Forestville;period:2021-H2;product_code:H,4
city:Meadowville;delivery_issue:True;period:2023-H2;product_code:E,4
city:Riverbend;product_code:H;quality_issue:True,4
age_range:(50-60];price_issue:True;product_code:C,4
city:Greenfield;period:2023-H2;product_code:C,4
age_range:(20-30];delivery_issue:True;period:2022-H2,4
age_range:(40-50];period:2022-H2;product_code:D,4
city:Springfield;description_issue:True;period:2021-H1,4
city:Meadowville;description_issue:True;product_code:G;quality_issue:True,4
age_range:(20-30];period:2023-H1;product_code:D;quality_issue:True,4
city:Hilltop;delivery_issue:True;description_issue:True;product_code:H,4
city:Rivertown;description_issue:True;product_code:C,4
city:Valleyview;period:2020-H1;service_issue:True,4
age_range:(40-50];city:Greenfield;description_issue:True;service_issue:True,4
age_range:(30-40];period:2023-H1;product_code:D;service_issue:True,4
age_range:(20-30];description_issue:True;period:2020-H1;product_code:D,4
age_range:(20-30];city:Greenfield;price_issue:True;product_code:C,4
age_range:(30-40];delivery_issue:True;period:2021-H1;product_code:A,4
age_range:(40-50];period:2021-H2;product_code:H,4
age_range:(40-50];city:Mountainview;product_code:H,4
city:Springfield;product_code:E,4
age_range:(20-30];city:Hilltop;period:2022-H1;product_code:D,4
age_range:(40-50];period:2022-H2;product_code:D;quality_issue:True,4
period:2021-H1;product_code:D;quality_issue:True,4
city:Seaside;delivery_issue:True;period:2023-H1;quality_issue:True,4
description_issue:True;period:2022-H1;product_code:E;service_issue:True,4
delivery_issue:True;period:2020-H2;product_code:D;quality_issue:True,4
city:Rivertown;period:2023-H2;product_code:H;quality_issue:True,4
city:Brookside;description_issue:True;period:2023-H2;product_code:H,4
city:Riverside;period:2022-H1;product_code:H;service_issue:True,4
city:Brookside;period:2020-H2,4
age_range:(50-60];city:Greenfield;product_code:F;quality_issue:True,4
age_range:(40-50];delivery_issue:True;period:2024-H1;quality_issue:True,4
age_range:(40-50];city:Mountainview;product_code:C;quality_issue:True,4
age_range:(40-50];city:Greenfield;description_issue:True;period:2023-H2,4
age_range:(40-50];period:2024-H1;product_code:D,4
period:2024-H1;product_code:E;service_issue:True,4
age_range:(20-30];city:Rivertown;period:2021-H1;price_issue:True,4
city:Brookside;description_issue:True;period:2023-H2;price_issue:True,4
age_range:(20-30];city:Forestville;description_issue:True;period:2022-H1,4
age_range:(20-30];delivery_issue:True;product_code:D;service_issue:True,4
city:Greenfield;product_code:A;quality_issue:True,4
period:2023-H1;price_issue:True;product_code:D;service_issue:True,4
age_range:(40-50];period:2024-H1;product_code:A,4
age_range:(30-40];city:Brookside;product_code:G,4
city:Springfield;description_issue:True;period:2023-H1;product_code:G,4
city:Seaside;price_issue:True;product_code:G;service_issue:True,4
age_range:(40-50];city:Meadowville;period:2023-H1;product_code:E,4
period:2023-H1;price_issue:True;product_code:E;service_issue:True,4
age_range:(20-30];city:Rivertown;product_code:G,4
city:Rivertown;delivery_issue:True;price_issue:True;product_code:G,4
description_issue:True;period:2021-H2;product_code:C;service_issue:True,4
period:2020-H1;price_issue:True;product_code:D,4
period:2021-H2;product_code:A;quality_issue:True,4
description_issue:True;period:2023-H1;product_code:E;quality_issue:True,4
age_range:(40-50];city:Lakeside;period:2023-H2;product_code:E,4
city:Valleyview;description_issue:True;period:2023-H2,4
age_range:(30-40];city:Mountainview;period:2024-H1,4
city:Hilltop;period:2023-H2;product_code:C;service_issue:True,4
city:Hilltop;period:2023-H1;price_issue:True;quality_issue:True,4
age_range:(40-50];city:Lakeside;product_code:E,4
age_range:(30-40];city:Springfield;product_code:A;service_issue:True,4
age_range:(20-30];city:Mountainview;product_code:F;quality_issue:True,4
age_range:(30-40];period:2021-H1;price_issue:True;product_code:D,4
city:Riverbend;period:2023-H1;quality_issue:True,4
age_range:(20-30];description_issue:True;product_code:B;quality_issue:True,4
period:2021-H1;product_code:F;quality_issue:True,4
age_range:(20-30];city:Mountainview;quality_issue:True;service_issue:True,4
city:Valleyview;description_issue:True;service_issue:True,4
age_range:(40-50];city:Springfield;period:2022-H1,4
age_range:(30-40];city:Valleyview;period:2022-H2,4
age_range:(30-40];city:Lakeside;period:2022-H2;quality_issue:True,4
age_range:(30-40];city:Valleyview;delivery_issue:True;price_issue:True,4
city:Meadowland;description_issue:True;service_issue:True,4
city:Hilltop;product_code:G;service_issue:True,4
city:Forestville;delivery_issue:True;product_code:C,4
age_range:(40-50];city:Hilltop;period:2022-H2;product_code:D,4
city:Rivertown;period:2021-H1;product_code:F,4
age_range:(30-40];city:Mountainview;price_issue:True;quality_issue:True,4
city:Brookside;period:2023-H2;product_code:H;service_issue:True,4
description_issue:True;period:2023-H2;price_issue:True;product_code:B,4
age_range:(40-50];city:Rivertown;description_issue:True;period:2023-H1,4
age_range:(40-50];city:Lakeside;description_issue:True;period:2023-H2,4
city:Brookside;period:2020-H2;quality_issue:True,4
age_range:(30-40];city:Seaside;price_issue:True;product_code:G,4
city:Brookside;period:2020-H2;product_code:F,4
city:Riverside;price_issue:True;product_code:B,4
city:Forestville;delivery_issue:True;product_code:F,4
age_range:(20-30];description_issue:True;product_code:H;service_issue:True,4
age_range:(40-50];period:2024-H1;quality_issue:True,4
age_range:(30-40];city:Riverbend;period:2023-H1;service_issue:True,4
age_range:(40-50];city:Mountainview;product_code:A,4
city:Meadowland;description_issue:True;product_code:F;service_issue:True,4
age_range:(40-50];period:2021-H1;product_code:F,4
age_range:(20-30];city:Seaside;period:2023-H1,4
age_range:(30-40];city:Springfield;price_issue:True;quality_issue:True,4
city:Hilltop;period:2022-H1;price_issue:True;product_code:D,4
period:2020-H1;product_code:D,4
age_range:(20-30];period:2023-H2;product_code:B;service_issue:True,4
age_range:(20-30];delivery_issue:True;description_issue:True;product_code:D,4
age_range:(30-40];city:Brookside;price_issue:True;product_code:A,4
city:Riverside;period:2023-H2;product_code:C;service_issue:True,4
age_range:(40-50];city:Mountainview;period:2024-H1,4
age_range:(30-40];city:Valleyview;description_issue:True;period:2023-H1,4
city:Hilltop;period:2022-H2;quality_issue:True,4
age_range:(50-60];city:Greenfield;product_code:E,4
period:2020-H1;product_code:D;service_issue:True,4
age_range:(30-40];city:Forestville;description_issue:True;product_code:H,4
city:Springfield;period:2020-H2;product_code:E,4
age_range:(30-40];city:Hilltop;delivery_issue:True;product_code:B,4
city:Lakeside;period:2023-H1;product_code:H;service_issue:True,4
city:Meadowville;price_issue:True;product_code:B,4
city:Greenfield;delivery_issue:True;product_code:A;quality_issue:True,4
city:Meadowville;delivery_issue:True;period:2022-H2;product_code:G,4
age_range:(30-40];city:Forestville;description_issue:True,4
age_range:(20-30];city:Lakeside;delivery_issue:True;product_code:B,4
age_range:(40-50];city:Lakeside;product_code:C;quality_issue:True,4
age_range:(30-40];city:Lakeside;period:2023-H1;product_code:E,4
city:Meadowville;period:2023-H2;product_code:G;service_issue:True,4
age_range:(30-40];city:Springfield;delivery_issue:True;product_code:A,4
city:Forestville;product_code:E,4
delivery_issue:True;price_issue:True;product_code:E;service_issue:True,4
age_range:(40-50];city:Meadowville;product_code:E;quality_issue:True,4
city:Springfield;delivery_issue:True;product_code:A;quality_issue:True,4
age_range:(20-30];city:Meadowland;product_code:G,4
age_range:(40-50];city:Riverside;period:2023-H2;product_code:C,4
age_range:(20-30];city:Greenfield;product_code:D,4
age_range:(40-50];city:Valleyview;description_issue:True;period:2023-H1,4
city:Forestville;period:2023-H1;price_issue:True;product_code:F,4
city:Valleyview;period:2020-H1;product_code:D,4
period:2023-H2;price_issue:True;product_code:B,4
city:Riverside;period:2023-H2;product_code:C,4
city:Hilltop;period:2023-H2;product_code:F,4
age_range:(30-40];city:Riverside;period:2021-H2,4
city:Brookside;description_issue:True;period:2023-H2;service_issue:True,4
age_range:(20-30];city:Greenfield;price_issue:True,4
age_range:(30-40];city:Mountainview;period:2023-H1;quality_issue:True,4
city:Seaside;period:2023-H1;price_issue:True;quality_issue:True,4
period:2021-H2;product_code:H;quality_issue:True,4
city:Rivertown;delivery_issue:True;period:2023-H1;product_code:G,4
age_range:(20-30];delivery_issue:True;period:2020-H2;quality_issue:True,4
city:Meadowland;period:2020-H2;product_code:G,4
city:Lakeside;price_issue:True;product_code:C;quality_issue:True,4
age_range:(20-30];price_issue:True;product_code:E;service_issue:True,4
age_range:(40-50];city:Lakeside;description_issue:True;product_code:E,4
city:Brookside;period:2023-H2;product_code:B;service_issue:True,4
city:Riverside;period:2021-H2;product_code:H,4
age_range:(40-50];city:Mountainview;period:2023-H1;service_issue:True,4
age_range:(40-50];city:Valleyview;product_code:C,4
age_range:(20-30];delivery_issue:True;product_code:F;quality_issue:True,4
city:Meadowville;product_code:G;service_issue:True,4
city:Lakeside;product_code:H;service_issue:True,4
age_range:(30-40];city:Brookside;price_issue:True;product_code:G,4
age_range:(40-50];description_issue:True;period:2022-H1;product_code:G,4
city:Brookside;period:2023-H2;price_issue:True;product_code:F,4
